text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please !",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
this is a shrewd and effective film from a director who understands how to create and sustain a mood .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"despite its faults , gangs excels in spectacle and pacing .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
. . . better described as a ghost story gone badly awry .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
a sensitive and astute first feature by anne-sophie birot .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
there is a general air of exuberance in all about the benjamins that's hard to resist .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
veers uncomfortably close to pro-serb propaganda .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
a reworking of die hard and cliffhanger but it's nowhere near as exciting as either .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
by turns very dark and very funny .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
overburdened with complicated plotting and banal dialogue,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
""" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
staggeringly dreadful romance .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
routine and rather silly .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"bang ! zoom ! it's actually pretty funny , but in all the wrong places .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
exceptionally well acted by diane lane and richard gere .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"it uses some of the figures from the real-life story to portray themselves in the film . the result is a powerful , naturally dramatic piece of low-budget filmmaking .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"it's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip-gloss . rather , pity anyone who sees this mishmash .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
canadian filmmaker gary burns' inventive and mordantly humorous take on the soullessness of work in the city .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
manages to delight without much of a story .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"it's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"whether this is art imitating life or life imitating art , it's an unhappy situation all around .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"it's a big idea , but the film itself is small and shriveled .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"little more than a stylish exercise in revisionism whose point . . . is no doubt true , but serves as a rather thin moral to such a knowing fable .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
ramsay and morton fill this character study with poetic force and buoyant feeling .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"a vivid , sometimes surreal , glimpse into the mysteries of human behavior .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
a solidly entertaining little film .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
generates an enormous feeling of empathy for its characters .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of 'eh . '",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
poignant if familiar story of a young person suspended between two cultures .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
