text,entailment,hypothesis,task,llama,base_nli,large_nli,base_debate,large_debate,base_modern,large_modern
Many death sentences are issued after ‘ confessions ’ that have been obtained through torture .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"Some find compelling the thought that Cain , the first murderer , was not executed but was marked with a special sign and made a wanderer upon the face of the earth .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,0,1
What happens when the mistake is discovered after a man has been executed for a crime he did not commit ?,0,the author of this text opposes the death penalty,stance,1,1,1,0,0,1,0
The main objection to killing people as a punishment ... is that killing people is wrong .,0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
Families of murder victims would benefit far more if the funds now being used for the costly process of executions were diverted to counseling and other assistance .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"A 1982 study showed that were the death penalty to be reintroduced in New York , the cost of the capital trial alone would be more than double the cost of a life term in prison .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
They say lifetime jail sentences are a more severe and less expensive punishment than death .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"It may not end with the murderer ’s execution , but the execution does engender a feeling of relief at no longer having to think about the ordeal — a feeling which often fails to arise while the murderer still lives on .",1,the author of this text opposes the death penalty,stance,1,1,1,1,1,1,1
"We ca n’t take back death , we know that systems make mistakes and we are lucky enough to live in a country where the majority of people oppose this cruel punishment .",0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
The inconsistency of the judicial system leads many to support the death penalty .,1,the author of this text opposes the death penalty,stance,1,0,1,1,1,1,1
"According to Gallup , about 60 percent of death penalty supporters back capital punishment under some form of this reasoning .",1,the author of this text opposes the death penalty,stance,1,1,1,1,1,1,1
Not for a single year was evidence found that police are safer in jurisdictions that provide for capital punishment . ’,0,the author of this text opposes the death penalty,stance,0,0,0,0,0,1,0
Violates Human Rights : Some groups of people deem death a violation of the personï ¿ ½ s right to live .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"We oppose the death penalty for a variety of reasons — endless trials re-open emotional wounds and put off the time when real healing can begin , the vast resources and attention spent on the death penalty is better spent supporting victims and preventing crime in the first place , the risk of executing the innocent is too high a price to pay , biases of geography , race and class plague the system , executions create more families who have lost a loved one to killing , and many of us think it is just plain wrong for the state to kill .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
No one knows how long electrocuted individuals retain consciousness .,0,the author of this text opposes the death penalty,stance,1,1,1,0,0,1,0
We can not rehabilitate a person by killing him or her .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,0,1
Some of the countries executing the most people have deeply unfair legal systems .,0,the author of this text opposes the death penalty,stance,0,0,1,0,0,0,0
"Furthermore , we hold that the state should not arrogate unto itself the right to kill human beings - especially when it kills with premeditation and ceremony , in the name of the law or in the name of its people , or when it does so in an arbitrary and discriminatory fashion .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"Statement before the Committee on the Judiciary , United States House of Representatives , Subcommittee on Civil and Constitutional Rights Concerning Claims of Innocence in Capital Cases ( July 23 , 1993 ) ” Given the fallibility of human judgments , the possibility exists that the use of capital punishment may result in the execution of an innocent person .",0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
Wrongly Convicted : Some people executed were proven too late to be wrongly convicted of a crime that they did not commit .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"It should n't be surprising to learn that public support for capital punishment may be based in large part on myths , misconceptions and conscious efforts by public officials to hide the ' death ' part of the death penalty .",0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
"We could triple the number of murderers sentenced to death without ever executing an innocent man . """,1,the author of this text opposes the death penalty,stance,0,0,1,0,1,0,0
The FBI has found the states with the death penalty have the highest murder rates .,0,the author of this text opposes the death penalty,stance,1,0,1,0,0,0,0
65 % of respondents support the death penalty for persons convicted of murder .,1,the author of this text opposes the death penalty,stance,1,1,1,1,1,1,1
But wrongful executions are a preventable risk .,0,the author of this text opposes the death penalty,stance,0,0,0,0,0,1,0
