task,premise,entailment,hypothesis,validation_source,base_nli,large_nli,base_debate,large_debate,llama,base_modern,large_modern
firearms,"Police report that Islamic insurgents shot and killed a 55-year-old man in a drive-by shooting in Yala city as he rode his motorcycle to work on Wednesday morning.Islamic insurgents in Thailand's south continue to target civilians, educators, police, military, as well as religious and community leaders with drive-by shootings and bomb attacks to destabilize society and achieve independence from Thailand. The current insurgency has been underway since January 2004.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,A suicide attacker driving a vehicle loaded with explosive detonated his vehicle when the head of Dhulu'iyah Sahwa forces convoy was passing by. The head of the Sahwa forces was mildly wounded in the attack.The attacker was killed in the explosion.Al-Qaeda is responsible for the attack.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A local campaign headquarters for the Chart Pattana Party was damaged in a grenade attack.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,3,1
explosives,"The Philippines embassy in Jakarta was the target of a bomb attack. The incident killed two people and injured twenty-one others, including the Ambassador Leonides Caday. Both Indonesian and Filipino leaders blamed Filipino Muslim guerillas, from the Moro Islamic Liberation Front (MILF) group. However, this group denied involvement in the attack. The explosion caused direct damage to the residence of the ambassador. The bomb was planted in front of the gate, and exploded when the ambassador's  car approached.  On August 3, Mujahideen Division Khandaq claimed responsibility for the bombing. The group was suspected to have links to the MILF group, though MILF officials rejected this suggestion.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen assassinated Judge Adi Azar, a Tel Aviv district court judge, near his home in Tel Aviv. The perpetrator of the attack was dressed in a security guard uniform and fired at Azar from outside Azar's vehicle. The attack was claimed by the al-Aqsa Martyrs Brigades, a militant wing ofal-Fatah. This was the first murder of a judge in the country's history. The judge may have been killed for his legal work, as he had previously ordered the Palestinian Authority to pay compensation to Israeli attack victims.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"Police discovered and defused an explosive device, which they found attached to a motorcycle parked at the Yala Rama Hotel.  Authorities believe this bomb was meant to detonated along with three others on 21 August, but failed to ignite.  The device was made of a few kilos of ammonium nitrate and an electronic detonator.  On 21 August, three bombs detonated, injuring thirteen people total and were most likely perpetrated by Muslim separatists.  Prime Minister Thaksin Shinawatra is scheduled to visit the region on 26 August.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A bomb exploded near the entrance of a videoke bar killing one and injuring twenty-eight others.  The blast was caused by the type of dynamite used in fishing, which caused shrapnel injuries and burns.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,The Peruvian-Japanese Cultural Center in Lima was bombed by leftist guerrillas.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"Three people were injured when a powerful explosive device detonated at a post office in Folelli, on the island of Corsica.  The blast seriously damaged the building and came on Bastille Day.  This incident was atypical of most attacks on Corsica because it took place during the day and meant to cause harm to bystanders.  The blast comes only three days after a Paris court sentenced eight Corsican separatists to prison time for the 1998 killing of the Corsican Prefect.Note:  On 18 July, the Corsican National Liberation Front (FLNC) claimed responsibility for eighteen attacks that took place on the island.  This attack was referred to and the group called an end to their cease-fire stating, the cease-fire in our military actions ended on 11 July 2003.  11 July was the day eight nationalists accused of the murder of Corsican Prefect Claude Erignac were give prison sentences.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A Megafon cell phone base station in the Oktyabrskiy district of Grozny was blown up by unknown attackers.  This attack follows four near-simultaneous attacks on cell phone base stations across Chechnya that day.  The attack did not cause any injury or significant disruptions in cell phone service in the region.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Unidentified gunmen shot and killed an elderly Muslim couple in their home in southern Thailand's restive Yala province.  Agence France Presse states that southern Thailand's separatist rebels are suspected.Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2500 people have perished from the violence.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"The Communist Party of Nepal-Maoists (CPN-M) exploded a bomb in the branch office of the Rastriya Banya Bank building in eastern Nepal.  The building was completely destroyed.  This was one in a series of bombing attacks that took place on this evening, within in a week of a nationwide strike.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen attacked a minibus carrying a Kurdish Shiite family near Baghdad, when they opened fire on the bus. The family was returning from visiting a family cemetery near Balad Ruz. The attack killed twelve members of the family and wounded two others. The attack was likely motivated by sectarian tension between Shiites and Sunnis.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
firearms,Gaffar Okkan and reportedly four other police officers were killed when Okkan was attacked by an unidentified gunman as he drove from the Diyarbakir Security Directorate.  Okkan was the Security Director of this directorate.  It is unclear how the other four officers died but it seems that fire was exchanged between the gunman and Okkan's guards.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"Two mortars were allegedly fired by Palestinian militants from the Gaza strip. The mortars landed near the Kibbutz Nahal Oz, which is located on the Palestinian side of the dividing fence. No damages or fatalities were reported.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,2,2
firearms,"A group of men opened fire on an Islamic teacher and five students in southern Thailand's turbulent Pattani province. The teacher died, while two boys were injured. Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2000 people have perished from the violence.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,3,2
fire or firebomb,"A group of unidentified individuals set fire to the infrastructure of the Empresa de Telefonos de Bogota (ETB) telephone company, cutting off phone service to 10,000 customers in the following cities:  La Floresta, Andes, Vizcaya, Rincon de los Andes, Arborada, Julio Florez, Puente Largo, San Nicolas, Morato, Ponte Vedra, Potosi, Nuevo Monterney, Teusaca, Ilarco, and others.",3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,3
explosives,"Four letter bombs, addressed to the Saudi Arabian newspaper Al Hayat, were discovered and safely defused at the UN where the paper has offices.  They were similar to all the others that have been sent to Al-Hayat's offices in Washington and London.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"An explosive device, which has been described as both a fragmentation bomb and a cluster bomb, detonated at a popular seaside tourist resort, in Cesme.  The blast detonated near a bank branch and injured twenty people, including two foreigners.  The Kurdistan Freedom Hawks (TAK), claimed responsibility for the attack in a phone call to the Mesopotamia News Agency.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,Shots were fired at a bus near Baqah al-Sharqiyah.  No one was hurt.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,"A pregnant Irishwoman was apprehended at Heathrow Airport while attempting to carry a concealed bomb aboard an El Al flight. Authorities believe that the woman had been duped by her Arab boyfriend into carrying the bomb and that she actually knew nothing of the plan.  Her boyfriend, Jordanian national Nezar Hindawi, was arrested a few days later and charged in the case.  Hindawi was said to be from a prominent Jordanian family.  While Hindawi was being charged in London, his older brother Ahmed Nawaf Mansour Hasi was being detained by West Berlin police in connection with the April 5 bombing of a discotheque crowded with American servicemen.  It was that attack which prompted the U.S. bombardment of Libya.  Hindawi's girlfriend, Anne-Marie Murphy had passed through all three main security checks at London's Heathrow Airport and was about to board an El Al flight to Tel Aviv when the bomb was discovered by a member of El Al's own security staff.  Police believe the bomb almost certainly would have killed Murphy and the other 387 people aboard the plane.  Officials of El Al believe Syria to be behind the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
